col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22
0.0699014892003984,0.16345311539016755,0.16345311539016755,0.18613047221693463,0.17934100727269894,0.20742864357221108,0.18869371176195757,0.16437255447594662,0.15267429833181176,0.18052494074219783,0.15174816086823806,0.12313151411288764,0.13220424366732578,0.1576405815439361,0.13225035749164638,0.1100104777832206,0.11921494543661583,0.13768042225708493,0.12292875031593338,0.1080731935480609,power6923.png,power
0.04072478423020182,0.10150172573981212,0.10150172573981212,0.12584286678226184,0.13653174680102112,0.17188259915266235,0.1595108807198045,0.140036815503092,0.13740768773226034,0.17291669020956285,0.15535254604730853,0.13749300332081674,0.13409964856644213,0.16876452317605298,0.15348079376193818,0.13787059705267682,0.13099842844802684,0.15584585926311012,0.1499087843454969,0.13990889307313922,power2205.png,power
0.029624265779843645,0.08647846220362544,0.08647846220362544,0.10662313424836056,0.08534367449735468,0.12621168939465557,0.12419787806931264,0.11247476283834387,0.09089242181695566,0.13255466106976116,0.12598327260968736,0.11415829634260916,0.09164431216365457,0.1287381176233811,0.12220754102043338,0.10926708781054965,0.08728353101327624,0.11623022715869706,0.11410403101291854,0.10453545669612783,power3967.png,power
0.052950519635446336,0.14936631180136653,0.14936631180136653,0.1716962208744329,0.1531064613135142,0.20518017695595298,0.19089421798506923,0.17109900364402364,0.15418484290009102,0.20451565455918838,0.18987938403961493,0.16932906899042688,0.14622500866389418,0.18439346830049091,0.17663261023764276,0.1566824920519938,0.13214281030170832,0.16240149373737758,0.16017705536859655,0.1459352449453234,power4812.png,power
0.09695979977736995,0.2434060854052846,0.2434060854052846,0.3109701847986509,0.30270458287921487,0.39673385438303677,0.447503141406228,0.47497097497963114,0.2899071540114415,0.3853619483458518,0.4316111498862575,0.4637539236575014,0.27427048913431773,0.3675019832715951,0.4017592283099716,0.4262683045470116,0.26409402663541653,0.3382562815383028,0.3630473788281241,0.37640220231724497,power2522.png,power
0.04910066320802507,0.1444891587743862,0.1444891587743862,0.16659292297018327,0.11528808300240134,0.2004126006048255,0.1893442906527637,0.16703410626170417,0.12709527589778136,0.21261077469021292,0.19752739932693938,0.1712735917937195,0.134442820491637,0.20365787977172606,0.18732536455987323,0.1620255850062985,0.13627003866288998,0.182688644434111,0.17390530696809267,0.15610251220701288,power4200.png,power
0.048712483527691156,0.11519097427238272,0.11519097427238272,0.1282664497658276,0.13231620032194927,0.15844178307457749,0.13443039382564656,0.11485716562195987,0.1483086479397152,0.16432512694216828,0.13773291261222914,0.1174535175252697,0.15025915521567138,0.15744323360953102,0.13489893239906378,0.1127247313086795,0.14360667046333417,0.1500197630928458,0.13276063808976676,0.11446713378415022,power6173.png,power
0.0416631248021892,0.10342983855780409,0.10342983855780409,0.12331593589263459,0.12531813016904245,0.17529737052424915,0.20003539549215874,0.21126492425174265,0.12062686616756048,0.17151665484894654,0.19453697443524307,0.20720255746361724,0.11582084864452037,0.15725348926712576,0.17709762112940622,0.18707765834153817,0.11303568043097706,0.14451735600261684,0.1616572960307321,0.1717473912405955,power1541.png,power
0.04628134694965249,0.08536603948001101,0.08536603948001101,0.09975287344940614,0.0900728251616106,0.13469505812749885,0.16008311562568928,0.17342353150395282,0.09368004094396593,0.14731733756782806,0.15427813582480265,0.15557675192215284,0.09664590812546098,0.14106045840319012,0.1463171338387107,0.14516273615518477,0.09766240774752404,0.13163227857259585,0.13914859048309328,0.13956737045156467,power0937.png,power
0.032263224809011413,0.07227726506386843,0.07227726506386843,0.09109673247522959,0.08043157080762477,0.11332272680602268,0.13568806883638562,0.1511652064306575,0.07913103415945301,0.1127620238749328,0.13351948963815938,0.14997004100312383,0.07557317955858858,0.10325812786940823,0.11983276261373246,0.13211080109085968,0.07300351312059944,0.09490830618071702,0.1083653676750987,0.11932168829191317,power0732.png,power
0.05162421310817167,0.13298197269180384,0.13298197269180384,0.15249722171113056,0.14340204691769212,0.17646197674394923,0.15273171504786798,0.1292822033000257,0.15226933016554872,0.17553683577199045,0.14558520421188584,0.11858585761552923,0.14964457726983924,0.16513451840831178,0.13783036285317576,0.10887266000882403,0.14478508766261178,0.15384846510969027,0.13513288093059583,0.11350407187476523,power6501.png,power
0.07072917704794342,0.18743787066772868,0.18743787066772868,0.2231815839769702,0.1976406618369219,0.3154767794390304,0.3426522955383557,0.3410952031103546,0.20198870745505035,0.31982065170887247,0.3274239535757842,0.31334148744416207,0.1988625307457275,0.2994573126099081,0.30388080859482897,0.2916652018870556,0.19178224559643833,0.269571782034355,0.2743534885212658,0.26221575822040877,power2460.png,power
0.046106325203384764,0.12845696961697273,0.12845696961697273,0.1427606811088381,0.11165843015988945,0.15710765416185055,0.14797790797496557,0.13159560971233503,0.10531729161306985,0.15753777666309612,0.14723717968665326,0.12668437103503183,0.09552423527151414,0.14216786567716974,0.13285317233442337,0.11405615077381748,0.08501819960455313,0.12044591383573894,0.11488078533005593,0.09964542388893147,power4001.png,power
0.05954837923481277,0.10316618076037294,0.10316618076037294,0.11730018639234452,0.10632224245812917,0.15917590502655823,0.16218923573189253,0.15461512379149353,0.11220564895308723,0.16192776812519633,0.15003931619797758,0.13644467030216956,0.11648248884622038,0.15710364279956585,0.14258316720978798,0.12712084445880845,0.11741443154924049,0.15152095528691473,0.1388170784018169,0.12648785870166906,power2975.png,power
0.028135363346182926,0.08320683007078786,0.08320683007078786,0.10409121572073506,0.08505918948142255,0.12219016599173273,0.11692360502163178,0.10481019081082263,0.08851099985040317,0.12878358115658756,0.12023248824384147,0.10692364861724572,0.08607027566986128,0.12134241933612379,0.11229486898063573,0.09808139513247012,0.0784238454637457,0.10167347754248439,0.09651771682845789,0.0857067132199089,power3918.png,power
0.06730098532045388,0.11450346870236816,0.11450346870236816,0.1159944981791419,0.11874545334842995,0.12635518355191214,0.11605567681486176,0.10757039636612035,0.09395626694275497,0.10715669214991187,0.08549900766224762,0.06693917245050705,0.081980101598651,0.09674909679792795,0.07610290650520735,0.058164767099728516,0.0823887140290821,0.09504300478362605,0.08200776062545677,0.06964351710666178,power6761.png,power
